Partiel,RPM,Speed GPS,T1,T2,Gf. X,Gf. Y,Orientation,Speed rear,Lat.,Lon.,Altitude
1,15011,1052,486,6852,1074,990,6498,0,-3.469759593254821E7,-5.846796728314287E7,70
1,14884,1054,485,6862,1062,983,6667,0,-34697593,-58467961,70
1,15022,1061,486,6870,1058,991,6811,0,-34697583,-58467931,70
1,15003,1066,485,6882,1037,991,6925,0,-34697574,-58467901,70
1,15075,1068,487,6890,1032,991,7024,0,-34697564,-58467869,70
1,15079,1071,486,6901,1022,996,7129,0,-34697558,-58467839,70
1,15174,1076,487,6921,1015,996,7210,0,-34697549,-58467807,70
1,15182,1075,485,6944,1004,995,7266,0,-34697541,-58467777,70
1,15228,1075,485,6959,1012,991,7347,0,-34697534,-58467746,70
1,15220,1080,485,6948,1007,995,7293,0,-34697526,-58467714,70
1,15274,1082,484,6926,999,995,7361,0,-34697519,-58467684,70
1,15251,1082,485,6916,999,993,7369,0,-34697511,-58467652,70
1,15317,1085,485,6908,996,993,7378,0,-34697504,-58467621,70
1,15368,1088,486,6906,992,996,7383,0,-34697496,-58467589,70
1,15368,1089,486,6918,983,996,7384,0,-34697488,-58467557,70
1,15404,1091,486,6934,989,997,7413,0,-34697481,-58467526,70
1,15416,1092,486,6946,991,995,7371,0,-34697473,-58467494,70
1,15440,1093,485,6936,1000,993,7378,0,-34697466,-58467462,70
1,15412,1096,486,6906,1011,996,7360,0,-34697458,-58467431,70
1,15416,1099,485,6876,1034,995,7333,0,-34697449,-58467399,70
1,15368,1099,487,6849,1050,999,7301,0,-34697443,-58467366,70
1,15392,1100,486,6810,1068,999,7300,0,-34697434,-58467334,70
1,15404,1102,486,6769,1093,1006,7325,0,-34697426,-58467302,70
1,15364,1099,486,6725,1103,1002,7366,0,-34697418,-58467271,70
1,15404,1097,486,6659,1116,1000,7414,0,-34697411,-58467239,70
1,15420,1097,487,6599,1131,1002,7533,0,-34697404,-58467206,80
1,15357,1097,487,6536,1158,1009,7638,0,-34697399,-58467174,80
1,15416,1095,487,6472,1143,1006,7789,0,-34697394,-58467141,80
1,15412,1090,487,6437,1178,1013,7993,0,-34697389,-58467109,80
1,15384,1088,486,6423,1183,1006,8115,0,-34697386,-58467076,80
1,15372,1084,487,6435,1173,1012,8322,0,-34697384,-58467042,80
1,15368,1079,486,6474,1160,1006,8530,0,-34697383,-58467011,80
1,15201,1078,487,6505,1178,1004,8871,0,-34697384,-58466977,80
1,15197,1074,488,6554,1151,1006,8976,0,-34697384,-58466946,80
1,15267,1073,490,6606,1159,998,9343,0,-34697388,-58466912,80
1,15170,1072,489,6637,1176,997,9588,0,-34697391,-58466881,80
1,15267,1071,487,6651,1160,998,9736,0,-34697396,-58466849,80
1,15428,1075,487,6687,1169,1005,9992,0,-34697401,-58466817,80
1,15140,1075,486,6690,1186,1001,10231,0,-34697408,-58466786,80
1,15220,1069,486,6672,1185,1002,10412,0,-34697416,-58466754,80
1,15278,1071,485,6677,1191,1011,10709,0,-34697424,-58466724,80
1,15282,1072,487,6711,1203,1037,10977,0,-34697434,-58466694,80
1,15329,1062,486,6754,1190,1056,11127,0,-34697444,-58466665,80
1,14914,1045,486,6809,1174,1066,11423,0,-34697458,-58466636,80
1,13969,1022,486,6848,1155,1065,11728,0,-34697471,-58466608,80
1,12703,996,486,6844,1135,1068,12029,0,-34697486,-58466581,70
1,12057,975,487,6751,1139,1084,12365,0,-34697501,-58466556,70
1,11616,951,486,6556,1125,1082,12625,0,-34697516,-58466533,70
1,10513,915,487,6296,1123,1082,12867,0,-34697533,-58466510,70
1,10899,886,486,5943,1130,1065,13108,0,-34697549,-58466488,70
1,10997,863,486,5609,1126,1087,13315,0,-34697566,-58466468,70
1,9163,836,486,5300,1117,1076,13557,0,-34697583,-58466451,70
1,9824,804,486,5024,1120,1076,13942,0,-34697599,-58466435,70
1,9829,775,487,4823,1124,1066,14117,0,-34697616,-58466420,70
1,9161,754,487,4651,1098,1057,14419,0,-34697634,-58466405,70
1,9580,728,488,4497,1094,1058,14801,0,-34697651,-58466393,70
1,9481,712,488,4395,1099,1056,15086,0,-34697668,-58466383,70
1,8907,699,486,4281,1090,1056,15485,0,-34697684,-58466375,70
1,8142,673,486,4172,1071,1054,15784,0,-34697701,-58466368,70
1,8788,655,485,4090,1091,1047,16256,0,-34697719,-58466361,70
1,8604,640,486,4013,1093,1060,16302,0,-34697736,-58466356,70
1,8434,619,485,3917,1087,1052,16612,0,-34697751,-58466351,70
1,8207,598,487,3856,1098,1054,17219,0,-34697768,-58466351,70
1,8013,580,486,3797,1103,1038,17429,0,-34697784,-58466350,70
1,7914,562,486,3732,1105,1047,17655,0,-34697798,-58466348,70
1,7897,548,486,3684,1107,1045,18199,0,-34697813,-58466350,70
1,7735,534,486,3640,1102,1051,18665,0,-34697826,-58466353,70
1,7520,512,487,3574,1094,1032,19349,0,-34697839,-58466358,70
1,7188,496,486,3509,1094,1018,19923,0,-34697853,-58466365,70
1,7157,489,486,3429,1083,1007,20383,0,-34697863,-58466371,70
1,7405,484,485,3337,1076,1004,21164,0,-34697873,-58466381,70
1,7526,482,484,3308,1079,1004,21894,0,-34697881,-58466391,70
1,7363,483,484,3344,1084,992,22573,0,-34697889,-58466403,70
1,7253,480,483,3469,1091,989,23030,0,-34697896,-58466415,70
1,7390,485,485,3658,1105,974,23575,0,-34697903,-58466426,70
1,7309,494,484,3885,1105,992,24044,0,-34697908,-58466440,70
1,7501,501,485,4140,1105,1005,24573,0,-34697913,-58466453,70
1,7504,503,484,4362,1111,1013,25325,0,-34697914,-58466468,70
1,7529,495,484,4515,1106,999,25934,0,-34697916,-58466483,60
1,7503,491,484,4656,1095,986,26634,0,-34697914,-58466498,60
1,7499,497,484,4762,1099,984,27521,0,-34697911,-58466513,60
