Partiel,RPM,Speed GPS,T1,T2,Gf. X,Gf. Y,Orientation,Speed rear,Lat.,Lon.,Altitude
1,14855,1053,503,6901,1059,986,6823,0,-34697593,-58467942,60
1,14903,1058,503,6903,1055,991,6823,0,-34697589,-58467927,60
1,15098,1061,504,6910,1035,985,6945,0,-34697584,-58467912,60
1,15018,1066,504,6920,1029,986,7071,0,-34697576,-58467882,60
1,15197,1071,503,6932,1023,982,7126,0,-34697568,-58467852,60
1,15166,1077,504,6946,1018,998,7204,0,-34697559,-58467821,60
1,15243,1083,504,6967,1005,993,7257,0,-34697551,-58467791,70
1,15240,1082,504,6994,1007,1002,7340,0,-34697544,-58467759,70
1,15302,1081,504,7020,1011,989,7328,0,-34697536,-58467727,70
1,15274,1085,504,7009,997,993,7340,0,-34697528,-58467696,70
1,15290,1086,504,6968,997,996,7371,0,-34697521,-58467664,70
1,15313,1090,504,6905,992,993,7385,0,-34697514,-58467632,70
1,15357,1090,505,6851,986,998,7381,0,-34697506,-58467601,70
1,15376,1091,504,6787,979,993,7385,0,-34697498,-58467569,70
1,15396,1095,505,6753,990,996,7420,0,-34697491,-58467537,70
1,15412,1095,505,6739,995,997,7357,0,-34697483,-58467506,70
1,15400,1097,505,6733,1009,990,7369,0,-34697476,-58467474,70
1,15380,1098,504,6733,1022,995,7337,0,-34697468,-58467442,70
1,15408,1102,504,6721,1030,995,7299,0,-34697459,-58467411,70
1,15408,1105,504,6708,1047,1002,7287,0,-34697451,-58467379,70
1,15400,1103,504,6688,1053,1000,7298,0,-34697443,-58467346,70
1,15408,1103,505,6655,1070,997,7342,0,-34697436,-58467314,70
1,15400,1103,505,6606,1098,1004,7404,0,-34697428,-58467282,70
1,15396,1105,506,6559,1115,1001,7451,0,-34697421,-58467249,70
1,15400,1102,506,6522,1129,1007,7490,0,-34697414,-58467217,70
1,15321,1101,505,6478,1158,1000,7617,0,-34697408,-58467186,70
1,15357,1100,506,6440,1149,1005,7699,0,-34697403,-58467152,70
1,15384,1098,506,6413,1139,1001,7876,0,-34697398,-58467121,70
1,15380,1098,506,6392,1165,1012,8112,0,-34697394,-58467087,70
1,15360,1097,505,6387,1155,1004,8263,0,-34697391,-58467054,70
1,15400,1091,507,6410,1147,1002,8488,0,-34697391,-58467021,70
1,15400,1088,506,6465,1168,996,8764,0,-34697391,-58466989,70
1,15341,1093,506,6511,1180,1002,8882,0,-34697391,-58466956,70
1,15357,1092,507,6554,1162,1000,9054,0,-34697393,-58466922,70
1,15345,1089,506,6593,1188,1014,9384,0,-34697396,-58466891,70
1,15345,1092,508,6601,1181,1006,9545,0,-34697399,-58466857,70
1,15380,1081,506,6594,1176,1008,9772,0,-34697404,-58466826,70
1,15282,1075,507,6601,1181,994,10032,0,-34697409,-58466792,70
1,15101,1084,505,6591,1181,996,10285,0,-34697418,-58466761,70
1,15290,1083,505,6570,1169,1017,10501,0,-34697426,-58466731,70
1,15290,1083,505,6583,1172,1032,10845,0,-34697436,-58466701,70
1,15186,1073,504,6629,1164,1061,11023,0,-34697446,-58466671,70
1,14468,1049,505,6683,1150,1064,11252,0,-34697458,-58466641,70
1,13443,1026,505,6758,1156,1069,11544,0,-34697471,-58466613,70
1,13210,1002,505,6757,1139,1067,11767,0,-34697484,-58466585,70
1,12489,978,505,6647,1148,1078,12051,0,-34697499,-58466560,70
1,12335,953,505,6401,1152,1087,12278,0,-34697513,-58466535,70
1,12340,925,505,6112,1140,1089,12485,0,-34697528,-58466511,70
1,10891,890,505,5726,1124,1074,12730,0,-34697544,-58466490,70
1,10602,859,506,5382,1124,1060,13068,0,-34697559,-58466470,70
1,10718,837,505,5132,1116,1077,13274,0,-34697576,-58466450,70
1,8904,817,506,4924,1112,1072,13673,0,-34697593,-58466433,70
1,10279,778,506,4725,1117,1086,14002,0,-34697609,-58466418,70
1,9914,757,507,4583,1113,1067,14191,0,-34697626,-58466403,70
1,9821,747,506,4442,1119,1066,14459,0,-34697643,-58466390,70
1,9496,717,506,4311,1120,1059,14756,0,-34697659,-58466380,70
1,8755,700,506,4210,1119,1057,15165,0,-34697678,-58466370,70
1,9216,680,506,4114,1118,1062,15546,0,-34697694,-58466361,70
1,8485,655,506,4006,1116,1046,15889,0,-34697711,-58466355,70
1,8949,636,505,3935,1118,1048,16188,0,-34697728,-58466350,70
1,8537,622,506,3859,1104,1049,16676,0,-34697744,-58466346,70
1,8416,604,505,3786,1104,1055,17272,0,-34697759,-58466346,70
1,8085,584,505,3736,1103,1042,17755,0,-34697776,-58466346,70
1,7981,566,506,3690,1104,1046,18198,0,-34697791,-58466348,70
1,7588,552,505,3629,1099,1041,18555,0,-34697804,-58466351,70
1,7790,536,506,3575,1096,1041,19258,0,-34697818,-58466356,70
1,7592,519,505,3529,1099,1027,19696,0,-34697831,-58466361,70
1,7442,508,505,3459,1101,1030,20339,0,-34697843,-58466370,70
1,7122,499,504,3388,1100,1035,20901,0,-34697854,-58466378,70
1,6918,487,504,3308,1091,1028,21430,0,-34697864,-58466388,70
1,6728,472,504,3223,1094,1010,22175,0,-34697873,-58466400,70
1,6986,464,503,3164,1089,986,22640,0,-34697881,-58466411,70
1,7231,466,504,3152,1082,976,23552,0,-34697886,-58466423,70
1,7002,475,503,3229,1084,972,24373,0,-34697889,-58466436,70
1,7422,486,504,3358,1088,975,24954,0,-34697893,-58466450,60
1,7123,495,503,3550,1086,982,25473,0,-34697896,-58466463,60
1,7251,504,503,3811,1084,983,26077,0,-34697898,-58466478,60
1,7499,509,503,4030,1091,997,26790,0,-34697896,-58466493,60
1,7723,514,503,4228,1094,987,27276,0,-34697894,-58466508,60
1,7586,514,503,4440,1095,993,27808,0,-34697891,-58466523,60
1,8205,517,502,4583,1096,983,28370,0,-34697886,-58466536,60
1,7878,524,503,4707,1097,995,28834,0,-34697881,-58466551,60
1,8017,527,502,4836,1094,995,29431,0,-34697874,-58466565,60
1,8382,529,501,4931,1098,995,30082,0,-34697866,-58466576,60
1,8305,530,502,5040,1096,981,30682,0,-34697856,-58466588,60
1,8498,532,502,5132,1093,970,31209,0,-34697846,-58466600,60
1,8733,546,504,5198,1081,963,31685,0,-34697836,-58466610,60
1,8419,564,503,5259,1064,963,32284,0,-34697824,-58466618,60
1,8591,575,504,5308,1032,962,32822,0,-34697811,-58466626,60
1,8597,589,503,5334,1003,949,33455,0,-34697796,-58466631,60
1,8796,603,503,5367,977,950,33856,0,-34697783,-58466636,60
1,8921,622,502,5394,943,952,34183,0,-34697768,-58466641,60
1,9292,642,502,5416,924,963,34390,0,-34697753,-58466646,60
1,9762,655,503,5443,910,959,34433,0,-34697738,-58466651,60
1,9909,667,502,5474,902,961,34267,0,-34697723,-58466658,60
1,10102,684,503,5504,890,961,34023,0,-34697708,-58466665,70
1,10440,698,503,5541,886,965,33791,0,-34697691,-58466672,60
1,10568,709,503,5573,874,963,33348,0,-34697676,-58466682,70
1,10681,723,503,5592,875,965,33068,0,-34697661,-58466692,70
1,10838,736,503,5625,867,970,32710,0,-34697646,-58466704,70
1,11166,747,503,5649,863,981,32380,0,-34697633,-58466717,70
1,11301,758,502,5687,870,992,32010,0,-34697619,-58466732,70
1,11594,762,504,5728,868,990,31579,0,-34697606,-58466749,70
1,11664,761,503,5777,854,989,31179,0,-34697596,-58466767,70
1,11481,767,503,5813,857,985,30889,0,-34697584,-58466787,70
1,11496,773,503,5846,853,996,30481,0,-34697574,-58466807,70
1,11739,775,503,5871,847,991,30082,0,-34697566,-58466827,70
1,11834,777,505,5903,862,990,29784,0,-34697559,-58466849,70
1,12312,780,503,5932,859,974,29373,0,-34697553,-58466872,70
1,12123,785,504,5948,857,984,28900,0,-34697548,-58466896,70
1,12089,796,503,5968,863,971,28551,0,-34697544,-58466919,70
1,12500,802,503,6001,862,978,28119,0,-34697543,-58466942,70
1,12285,809,504,6018,863,968,27754,0,-34697541,-58466967,70
1,12628,823,504,6045,865,972,27560,0,-34697541,-58466992,70
1,12497,831,506,6082,893,971,27076,0,-34697543,-58467017,70
1,12552,841,504,6120,903,953,26741,0,-34697544,-58467044,70
1,12850,854,505,6157,929,962,26427,0,-34697548,-58467069,70
1,12784,871,504,6177,941,954,26091,0,-34697553,-58467094,70
1,13018,887,504,6212,975,966,25926,0,-34697558,-58467121,70
1,12886,899,505,6236,976,963,25530,0,-34697564,-58467146,70
1,13051,915,504,6260,995,964,25532,0,-34697571,-58467172,70
1,13201,925,506,6280,1003,968,25363,0,-34697578,-58467199,70
1,13389,938,504,6307,1005,965,25339,0,-34697584,-58467226,70
1,13507,951,506,6327,1004,974,25306,0,-34697593,-58467252,70
1,13667,961,505,6352,1008,976,25294,0,-34697599,-58467279,70
1,13723,971,505,6372,1004,977,25300,0,-34697606,-58467307,70
1,13840,978,506,6396,1000,979,25323,0,-34697613,-58467334,70
1,14015,986,504,6422,1000,978,25369,0,-34697619,-58467362,70
1,14071,995,505,6452,1003,978,25360,0,-34697628,-58467391,70
1,14164,1001,504,6468,995,978,25338,0,-34697634,-58467421,60
1,14343,1010,504,6497,992,982,25382,0,-34697641,-58467449,60
1,14374,1018,504,6524,992,981,25370,0,-34697649,-58467479,60
1,14531,1022,504,6551,989,981,25374,0,-34697656,-58467507,60
1,14541,1030,505,6586,982,981,25370,0,-34697663,-58467537,60
2,14644,1038,504,6628,980,983,25367,0,-34697671,-58467567,60
2,14789,1042,506,6661,976,984,25347,0,-34697678,-58467597,60
2,14840,1049,504,6697,963,984,25313,0,-34697686,-58467627,60
2,14869,1056,505,6729,953,988,25321,0,-34697693,-58467657,60
2,14985,1059,505,6756,947,991,25289,0,-34697701,-58467687,60
2,15033,1064,505,6783,937,1005,25241,0,-34697709,-58467719,60
2,15143,1067,506,6817,931,1032,25208,0,-34697718,-58467749,60
2,15022,1062,505,6844,927,1054,25147,0,-34697726,-58467779,60
2,14340,1042,506,6879,923,1065,25060,0,-34697736,-58467811,60
2,13351,1016,505,6892,910,1060,24961,0,-34697746,-58467841,60
2,13525,993,505,6837,904,1071,24867,0,-34697756,-58467871,60
2,12903,972,505,6663,899,1074,24758,0,-34697766,-58467899,60
2,12823,946,505,6426,889,1074,24641,0,-34697776,-58467927,60
2,12077,915,506,6063,891,1070,24499,0,-34697786,-58467954,60
2,11900,893,506,5703,898,1067,24350,0,-34697798,-58467979,60
2,11271,869,507,5355,908,1071,24100,0,-34697809,-58468004,60
2,11175,842,505,5009,902,1065,23898,0,-34697821,-58468027,60
2,10080,819,506,4712,921,1079,23705,0,-34697833,-58468049,60
2,10387,796,506,4522,912,1072,23403,0,-34697846,-58468069,60
2,9799,764,506,4325,909,1076,23228,0,-34697859,-58468089,60
2,9920,743,507,4177,905,1058,22981,0,-34697873,-58468107,60
2,9507,728,506,4069,904,1051,22846,0,-34697884,-58468124,60
2,9554,704,506,3972,895,1034,22487,0,-34697898,-58468139,60
2,9492,692,505,3849,888,1036,22357,0,-34697911,-58468154,60
2,9282,686,505,3760,885,1062,21990,0,-34697926,-58468167,60
2,9018,670,506,3658,880,1080,21594,0,-34697939,-58468179,60
2,8698,634,505,3541,884,1075,21355,0,-34697954,-58468191,60
2,8482,594,507,3447,885,1059,20905,0,-34697969,-58468201,60
2,8230,571,506,3346,898,1038,20584,0,-34697984,-58468207,60
2,7827,554,507,3239,902,1055,19915,0,-34697998,-58468212,60
